"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2018,123444182,109034010,1,5,18,"F",2,2,18,19
2018,123450447,109034010,4,5,19,"M",1,2,19,20
2018,123450444,109034010,2,5,22,"M",2,2,22,23
2018,123444204,109039713,1,4,,"U",0,,,
2018,123444213,109024113,1,4,,"U",0,,,
2018,123444218,109024116,1,5,24,"F",2,,18,30
2018,123450479,109034035,1,5,25,"F",1,,20,30
2018,123450496,109039749,1,5,49,"F",1,2,49,0
2018,123448855,109039760,1,5,20,"M",2,,20,0
2018,123444263,109024143,1,5,16,"F",2,2,16,17
2018,123444268,109034087,1,4,,"U",0,,,
2018,123448714,109024044,1,5,28,"F",1,,28,0
2018,123450407,109033960,1,4,,"U",0,,,
2018,123444154,109033979,1,5,42,"F",1,,42,0
2018,123444155,109024071,1,4,,"U",0,,,
2018,123448781,109039690,1,5,17,"M",2,,17,0
2018,123448793,109039695,1,5,21,"F",1,2,21,22
2018,123448802,109039703,1,5,12,"M",1,2,12,13
2018,123448807,109024101,1,4,,"U",0,3,,
2018,123444198,109039709,2,5,35,"F",1,2,34,36
2018,123444197,109039709,1,5,32,"M",1,2,32,33
2018,123444200,109034024,1,4,,"U",0,3,,
2018,123444205,109024110,1,5,29,"M",2,,29,0
2018,123450467,109039716,1,5,17,"F",2,,17,0
2018,123448815,109024111,3,5,28,"M",2,,28,0
2018,123448814,109024111,2,5,29,"F",2,,29,0
2018,123450470,109024111,4,5,27,"F",2,,27,0
2018,123444209,109024111,1,5,29,"F",2,,29,0
2018,123450487,109039737,1,5,26,"M",2,,26,0
2018,123450490,109034052,1,5,35,"F",2,,35,0
2018,123444234,109024125,1,4,,"U",0,,,
2018,123444232,109039741,1,4,,"U",0,,,
2018,123450493,109034057,1,5,17,"M",1,1,17,0
2018,123450495,109039742,1,5,34,"F",1,2,34,0
2018,123444243,109034063,1,5,37,"M",1,2,37,0
2018,123444238,109039744,1,5,29,"M",2,2,29,0
2018,123444244,109034065,1,5,26,"F",1,2,26,0
2018,123444249,109034069,1,5,32,"M",2,2,32,0
2018,123448850,109039752,1,4,,"U",0,3,,
2018,123450497,109039753,1,5,26,"F",1,2,26,0
2018,123448848,109024132,1,5,20,"M",1,1,20,0
2018,123444255,109034074,1,4,,"F",0,3,,
2018,123448853,109039757,1,5,40,"M",2,2,40,0
2018,123444258,109034079,1,5,38,"M",1,1,38,0
2018,123444260,109034081,1,4,,"U",0,,,
2018,123448858,109039761,1,4,,"U",0,,,
2018,123444262,109039762,1,5,49,"M",2,2,49,50
2018,123448861,109024141,1,4,,"U",0,,,
2018,123444265,109039766,1,4,,"U",0,,,
2018,123450510,109034085,1,4,,"U",0,,,
2018,123448863,109039768,1,4,,"U",0,,,
2018,123448869,109039772,1,4,,"U",0,,,
2018,128090230,113031083,1,5,41,"F",2,,41,0
2018,123444125,109039639,1,5,35,"F",1,,35,0
2018,123444130,109039645,1,4,,"U",0,,,
2018,123450393,109033951,1,4,,"U",0,,,
2018,123448743,109033958,1,4,,"U",0,,,
2018,123448753,109033965,1,4,,"M",2,,,
2018,123450416,109039671,1,5,35,"F",0,,35,0
2018,123450429,109033986,1,5,36,"M",1,,36,0
2018,123448774,109024079,1,5,30,"M",1,,30,0
2018,123448777,109039684,1,4,,"U",0,,,
2018,123450438,109034004,1,4,,"U",0,,,
2018,123444173,109024087,1,5,30,"F",2,,30,0
2018,123450443,109024090,1,5,18,"F",1,2,18,19
2018,123450449,109034015,1,4,,"U",0,,,
2018,123450456,109039706,1,4,,"U",0,3,,
2018,123450459,109024104,1,5,23,"F",2,,23,0
2018,123448810,109024107,1,4,,"U",0,,,
2018,123450471,109039721,1,4,,"U",0,,,
2018,123444212,109034031,1,5,30,"M",2,,30,0
2018,123448819,109034033,1,5,21,"F",2,,21,0
2018,123448825,109034037,1,4,,"U",0,,,
2018,123450485,109039732,1,4,,"U",0,,,
2018,123448827,109039735,1,4,,"U",0,,,
2018,123444227,109024123,1,4,,"U",0,,,
2018,123450491,109034050,1,4,,"U",0,,,
2018,127360974,112387317,1,5,15,"F",1,2,15,0
2018,127361030,112384320,0,,,"",,,,
2018,127369876,112384339,0,,,"",,,,
2018,127369885,112384354,0,,,"",,,,
2018,127361051,112384366,1,5,22,"M",2,2,22,0
2018,127364860,112387393,1,4,,"M",0,3,,
2018,127369951,112384403,1,5,30,"M",1,2,30,0
2018,127369952,112384403,2,5,33,"F",1,2,33,0
2018,127361082,112384421,1,5,33,"M",2,2,33,0
2018,127370003,112384432,1,5,30,"M",1,1,30,0
2018,127367935,112393865,2,5,41,"M",1,1,41,0
2018,127376364,112393865,1,5,41,"M",1,3,41,0
2018,127357030,112386216,1,5,48,"M",2,2,48,0
2018,127376362,112399465,1,5,57,"M",2,3,57,0
2018,127380880,112401824,0,,,"",,,,
2018,127376560,112401994,1,5,37,"F",2,,37,0
2018,127376561,112401994,2,5,37,"F",2,,37,0
2018,123450392,109024053,1,5,28,"M",2,,28,0
2018,123448726,109033950,1,4,,"U",0,,,
2018,123448748,109033962,1,4,,"M",2,,,
2018,123448752,109039665,1,4,,"U",0,,,
2018,123448754,109033966,1,5,37,"F",1,,37,0
2018,123444149,109039670,1,4,,"F",2,,,
2018,123448762,109033975,1,4,,"U",0,,,
2018,123444157,109033981,1,5,18,"F",1,,18,0
2018,123450423,109033981,2,5,53,"F",1,,53,0
2018,123444166,109033990,1,5,19,"F",1,,19,0
2018,123450435,109024081,1,4,,"U",0,,,
2018,123450441,109024086,1,5,21,"M",1,,21,0
2018,123444185,109034016,1,5,69,"M",1,2,69,70
2018,123448799,109039701,1,5,34,"M",1,2,34,35
2018,123444191,109024098,1,4,,"U",0,,,
2018,123444196,109034020,1,5,47,"F",1,,47,0
2018,123450462,109039712,1,5,31,"M",2,,31,0
2018,123444214,109034032,1,5,24,"M",1,,24,0
2018,123450474,109039724,1,4,,"U",0,,,
2018,123448826,109039731,1,4,,"U",0,,,
2018,123444225,109039733,1,4,,"U",0,,,
2018,123450484,109034044,1,4,,"U",0,,,
2018,123448830,109034048,1,4,,"U",0,,,
2018,123448838,109024128,1,5,44,"F",1,,44,0
2018,123448844,109034066,1,4,,"U",0,3,,
2018,123448846,109034070,1,4,,"U",0,3,,
2018,123444251,109024131,1,5,22,"M",1,2,22,0
2018,123450498,109024131,2,5,18,"M",1,2,18,0
2018,123450507,109034083,1,4,,"U",0,,,
2018,123448731,109024054,1,4,,"U",0,,,
2018,123448735,109033954,1,5,34,"M",1,,34,0
2018,123450424,109033982,1,4,,"U",0,,,
2018,123444170,109024082,1,4,,"U",0,,,
2018,123450442,109039691,1,4,,"F",0,,,
2018,123448794,109034013,1,4,,"U",0,,,
2018,123450458,109034022,1,5,31,"F",1,,31,0
2018,123444206,109024108,1,5,40,"M",2,,40,0
2018,123450468,109039717,1,5,38,"M",1,,38,0
2018,123444220,109034036,1,4,,"U",0,,,
2018,123444237,109034060,1,5,50,"M",1,2,50,0
2018,123448716,109033942,1,4,,"U",0,,,
2018,123448729,109033949,1,4,,"U",0,,,
2018,123450403,109039659,1,5,18,"M",2,,18,0
2018,123450404,109039659,2,5,20,"M",2,,20,0
2018,123444153,109024072,1,4,,"U",0,,,
2018,123450425,109033984,1,5,24,"M",2,,24,0
2018,123444165,109039681,1,5,56,"M",2,,56,0
2018,123444188,109024096,1,5,27,"F",1,1,27,28
2018,123444189,109024096,2,5,35,"F",2,2,35,36
2018,123444190,109024096,3,5,32,"M",2,2,32,33
2018,123448813,109034029,1,4,,"U",0,,,
2018,123448816,109024112,1,5,32,"M",2,,32,0
2018,123450480,109034038,1,4,,"U",0,,,
2018,123450488,109039738,1,4,,"U",0,,,
2018,123450512,109034086,1,4,,"U",0,,,
2018,128085556,113026351,1,4,,"U",0,3,,
2018,128085557,113036421,1,5,24,"M",1,3,24,0
2018,128095752,113031498,1,5,26,"M",1,2,26,27
2018,128090974,113036729,1,4,,"U",0,,,
2018,131816972,116103916,1,4,,"F",1,,,
2018,127358126,112382796,1,5,52,"F",1,,52,0
2018,127364757,112386585,1,5,12,"M",2,,12,0
2018,127369833,112387343,0,,,"",,,,
2018,127361022,112384313,0,,,"",,,,
2018,127369873,112387354,1,5,54,"M",1,2,54,0
2018,127369925,112384381,1,4,,"F",0,3,,
2018,127369975,112387404,1,5,38,"M",1,2,38,0
2018,127369991,112387413,1,5,32,"M",1,2,32,0
2018,127361087,112387418,0,,,"",,,,
2018,127357051,112381851,1,4,,"M",1,1,,
2018,127359380,112383871,1,5,33,"F",2,2,33,0
2018,127369866,112384328,1,5,45,"M",1,2,45,0
2018,127361033,112384336,1,5,28,"M",1,2,28,0
2018,127369897,112387365,1,5,22,"M",2,1,22,0
2018,127361062,112387382,1,5,17,"F",1,2,17,0
2018,127361064,112387382,3,5,17,"M",1,2,17,0
2018,127364859,112387382,4,5,16,"M",1,2,16,0
2018,127369929,112387382,2,5,18,"M",1,2,18,0
2018,127369997,112387414,0,,,"",,,,
2018,127356986,112381799,1,5,25,"M",2,2,25,0
2018,127358231,112382876,1,4,,"U",0,,,
2018,128991843,113823201,1,5,49,"M",1,2,49,0
2018,128090612,113026354,1,5,39,"M",1,3,39,0
2018,128090584,113036408,1,5,23,"F",2,3,23,0
2018,128090587,113036408,3,5,26,"M",1,3,26,0
2018,128090585,113036408,2,5,39,"F",1,3,39,0
2018,128095334,113036408,4,5,42,"M",1,3,42,0
2018,127367811,112401697,1,5,49,"M",1,2,49,0
2018,127367936,112393864,1,5,49,"M",1,3,49,0
2018,127367937,112401816,0,,,"",,,,
2018,127367941,112401820,0,,,"",,,,
2018,127376372,112401827,1,4,,"M",1,3,,
2018,127367940,112401818,1,5,28,"M",1,3,28,0
2018,127367942,112401818,2,5,24,"F",1,3,24,0
2018,127367951,112399477,1,4,,"U",0,3,,
